가맹점명,소재지도로명주소,카테고리,메뉴
미락,서울특별시 광진구 면목로 169 (중곡동),"해물,생선요리","산골뱅이: 35,000원; 피문어 숙회: 35,000원; 비단멍게+해삼: 30,000원; 홍어 삼합: 45,000원; 자연산 아나고회: 25,000원; 자연산 굴: 20,000원; 생대구 지리: 30,000원; 제철 생선: 20,000원"
미래푸드,서울특별시 광진구 긴고랑로36길 39 1층,"조미료,향신료",
미래푸드,서울특별시 광진구 긴고랑로36길 39 1층 (중곡동),"조미료,향신료",
미로,서울특별시 광진구 아차산로33길 21 2층,기타,
문가네본가면옥,서울특별시 광진구 아차산로51길 92 1층 (구의동),한식,"미나리 생삼겹살: 미나리와 곁들려먹는 한돈 삼겹살; 숯불돼지갈비: 13,000원; 후식냉면: 4,000원; 칼만두: 8,000원; 칼국수: 6,500원; 떡만두국: 6,000원; 손만두: 5,000원; 코다리냉면: 7,500원"
문래돼지불백 구의점,서울특별시 광진구 구의강변로 38 동서울호텔 1층,,
문래돼지불백 군자점,서울특별시 광진구 천호대로104길 8 1층,,
문메이트,서울특별시 광진구 동일로20길 50 2층,인터넷상거래,
물고기,서울특별시 광진구 면목로 1 1층,일식당,모리아와세 특: 모듬사시미
미가,서울특별시 광진구 광나루로24길 23 2층 (화양동),"매운탕,해물탕",
미가닭도리,서울특별시 광진구 자양로18길 42 1층(구의동),닭볶음탕,"닭도리탕(중): 국내산 생닭을 사용한 정직한 닭도리탕입니다; 뚝배기닭도리탕 (반마리): 14,000원; 떡,라면,비빔밥,칼국수,볶음밥: 3,000원; 쥐포: 10,000원; 닭도리탕(대): 국내산 생닭을 사용한 정직한 닭도리탕입니다; 찹살바베큐통닭: 맛있고 건강한 찹살 바베큐 통닭; 포장시: 11,000원; 닭한마리(중): 국물이 끝내줘요; 닭한마리(대): 국물이 끝내줘요; 생맥주: 4,000원"
미가담,서울특별시 광진구 자양로 165 1층,보리밥,보리밥 제육정식: 보리밥 / 제육볶음 / 나물5가지 / 강된장 / 청국장 / 기본반찬5가지; 보리밥 자반정식: 보리밥 / 자반고등어 / 나물5가지 / 강된장 / 청국장 / 기본반찬5가지; 보리밥: 보리밥 / 나물5가지 / 강된장 / 청국장 / 기본반찬5가지; 자반생선구이: 공기밥 / 자반고등어 / 청국장 / 기본반찬5가지
미가유황오리,서울특별시 광진구 동일로76길 63 1층,오리요리,"오리주물럭 한마리(1kg): 56,000원; 오리주물럭 반마리(500g): 33,000원; 양념주물럭 한마리(1kg): 60,000원; 양념주물럭 반마리(500g): 35,000원; 모듬주물럭(1kg): 60,000원; 훈제오리 한마리(1kg): 62,000원; 훈제오리 반마리(500g): 36,000원"
미가육,서울특별시 광진구 자양로18길 7-1 1층,"육류,고기요리","咪 [ 미 세트 2-3인 ]540g: 삼겹살/오겹살/목살/항정살/모둠야채 구성으로, 미가육의 대표적인 세트 메뉴입니다.; 歌 [ 가 세트 4-5인 ]900g: 삼겹살/오겹살/목살/항정살/차돌박이/모둠야채 구성으로, 4-6인이 드시기 좋은 세트입니다.; 미가숙성삼겹살 (180g): 워터에이징숙성으로 더욱 육즙넘치고 풍미 깊은 미가육 삼겹살; 미가숙성오겹살 (180g): 워터에이징숙성으로 입안 가득한 육즙과 쫄깃한 식감을 자랑하는 미가육 오겹살; 미가숙성목살 (180g): 워터에이징방식으로 숙성해 더욱 부드러운 육질을 자랑하는 미가육 목살; 미가숙성항정살 (180g): 워터에이징으로 숙성해서 더욱 감칠맛있는 부드럽고 고소한 항정살; 미가숙성소갈비살 (180g): 신선한 소갈비살을 워터에이징 방식으로 숙성해 더욱 깊은 고기의 풍미를 느낄 수 있는 소갈비; 미가차돌박이 (180g): 고소한 기름이 풍부하고 부드러운 육질을 자랑하는 미가차돌박이; 통삼겹김치찌개: 삼겹살이 통채로 들어간 대왕사이즈 김치찌개! 고기 먹다 느끼할 때쯤 김치찌개로 속풀이; 차돌된장찌개: 고소한 차돌박이가 듬뿍! 해물 육수베이스의 깊은 풍미가 인상적인 된장찌개; 홍게짬뽕라면: 11,000원; 누룽지된장술밥: 10,000원; 모듬버섯: 다양한 버섯류 (추가메뉴); 계란찜: 신선한 계란과 야채를 뜨끈하게 쪄낸 계란찜; 비빔냉면: 미가육의 특제양념소스가 듬뿍 들어간 비빔냉면"
미가집,서울특별시 광진구 뚝섬로54길 7 1층,종합분식,
경복궁불고기건대점(주)퍼시픽스타,서울특별시 광진구 능동로 92 1층,,
무조건돼지생고기삼겹살,서울특별시 광진구 면목로 31-1 (군자동),돼지고기구이,"삼겹살: 16,000원; 목삼겹: 16,000원; 항정살: 20,000원; 볶음밥: 2,000원; 공기밥: 1,000원"
무한리필고기굼터,서울특별시 광진구 긴고랑로 42 1층,"육류,고기요리","성인: 16,900원; 공기밥: 1,000원"
무한정수제돈까스,서울특별시 광진구 군자로 102 1층 (군자동),돈가스,"즉석떡볶이정식: 8,000원; 한우사골떡만두국정식: 8,000원; 한우사골떡국정식: 8,000원; 생등심수제돈까스정식: 8,000원; 떡갈비정식: 8,000원"
몽골라운지,서울특별시 광진구 천호대로 606 1층 102호(능동),아시아음식,몽골음식: 변동; 양고기: 변동; 고기만두: 변동
몽글몽글,서울특별시 광진구 광나루로20길 23 1층,두부요리,"콩국수: 국산콩100% 곱게 갈아낸, 잊을수 없는 콩국수를 만나세요. 4철내내 만듭니다; 짬뽕순두부: 몽글몽글 대표메뉴. 국산 고춧가루만 사용합니다. 순한맛/매운만 선택 가능; 통낙지짬뽕순두부: 통낙지 한마리 통째로 올려 원기회복.; 맑은순두부: 오롯이 국산콩 만 담았습니다. 극한의 고소함을 뜨끈하게 즐겨보세요; 콩비지찌개: 국산돼지고기. 잘익은 김치와 어우러진 되비지찌개; 들깨순두부: 든든한 한끼. 고소한 들깨순두부; 眞)) 한우국밥: 100%한우로 정성껏 끓여낸 소고기 뭇국에 수제두부 한조각 퐁당!; 두부김치제육정식: 1등메뉴 두부김치제육. 특제소스 맛에 중독예정; 도토리묵밥(냉/온): 100%도토리가루 로만 제조한 찰진 도토리묵밥. 차갑게/뜨겁게 즐기세요; 두부 부침: 2,500원; 두부조림: 고소한 우리콩두부를 구어서 매콤달콤한 소스를 얹은 뚝배기 두부조림; 황태순두부: 시원한 황태육수에 몽글몽글 순두부가 퐁당. 개운하게 한그릇; 100%도토리묵: 100%도토리가루로만 만들어서 찰지고 쫄깃한 맛; 따뜻한 두부: 해양심층수와 국산콩으로 만든 건강 두부; 쫄깃 만두: 감자피로 쫄깃한 고기만두. 식으면 식을수록 맛있어요~"
몽다래향라관,서울특별시 광진구 동일로18길 23 2층 (자양동),중식당,"쏸차이위: 38,000원"
몽드현,서울특별시 광진구 아차산로78길 167 1층(광장동),"카페,디저트",크로플: 프렌치 크로플 (사진과 실물이 상이할 수 있습니다. 사진은 디피용 사진입니다.); 인절미 크로플: 인절미 크로플 (사진과 실물이 상이할 수 있습니다. 사진은 디피용 사진입니다.); 솔티카라멜 크로플: 솔티카라멜 크로플 (사진과 실물이 상이할 수 있습니다. 사진은 디피용 사진입니다.); 글레이즈드 크로플: 글레이즈드 크로플 (사진과 실물이 상이할 수 있습니다. 사진은 디피용 사진입니다.); 쿠앤크 크로플: 쿠앤크 크로플 (사진과 실물이 상이할 수 있습니다. 사진은 디피용 사진입니다.); 콘치즈 크로플: 콘치즈 크로플 (사진과 실물이 상이할 수 있습니다. 사진은 디피용 사진입니다.); 블루베리크림치즈 크로플: 블루베리크림치즈 크로플 (사진과 실물이 상이할 수 있습니다. 사진은 디피용 사진입니다.)
몽아,서울특별시 광진구 면목로 29 1층,요리주점,우리술 하이볼: 누적판매 5000잔 돌파!! 취향대로 즐기는 30가지의 우리술하이볼; 60가지의 다양한 우리술!: 60가지의 다양한 우리술을 맛보세요~; 잔술 샘플러: 다양한 우리술중 3가지를 골라 맛보기!; 하이볼 샘플러: 다양한 우리술중 3가지를 골라 맛보기!; 쓴 꿈: 주인장이 내린 커피로 만든 리큐르와 우리술 보드카로 만든 커피마티니 느낌의 시그니처 칵테일; 1-12월 탄생화 칵테일: 1-12월별 탄생화 칵테일을 우리술로 만들었습니다; 수제 흑임자푸딩 (한정수량): 카페경력 5 년 주인장의 필살기..!!
몽이족발,서울특별시 광진구 군자로 146 1층,"족발,보쌈","몽이족발-(앞다리): 30,000원; 몽이보쌈-(삼겹살): 30,000원; 몽이족발-1인(앞다리): 22,900원; 몽이보쌈-1인(삼겹살): 22,900원; 몽이족발-족발+보쌈: 39,000원; 몽이족발-반반족발(앞다리)*매운,숯불: 41,000원; 몽이족발-숯불(앞다리): 32,000원; 몽이족발-매운(앞다리): 32,000원; 몽이보쌈-고기만 (삼겹살): 25,000원; 몽이족발-고기만 (앞다리): 25,000원"
몽키트위스트도넛,서울특별시 광진구 천호대로111길 40 1층,베이커리,"오리지널꽈배기: 2,000원; 진저꿀꽈배기: 2,500원; 레인보우초코링: 2,300원; 딸기초코링: 2,300원; 애플잼시나몬링: 2,500원; 카야잼코코넛링: 2,500원; 몽키바나나크림: 2,900원; 우유크림: 2,900원; 블루베리크림: 2,900원; 땅콩크림: 2,900원; 아메리카노: 2,000원; 카페라떼: 3,500원; 라떼바닐라: 4,000원; 라떼연유: 4,000원; 블루베리바나나요거트: 5,500원"
무교동유정낙지구의점,서울특별시 광진구 아차산로 464 (구의동),,
무국적식탁 광진점,서울특별시 광진구 자양로 187 101호,한식,
무국적식탁 광진점,서울특별시 광진구 광나루로 361 제지1층 제비101호 주방13호(군자동 광진 동양파라곤 1단지),한식,
무무 그릭 요거트,서울특별시 광진구 자양로19길 74 102호,"카페,디저트",플레인 그릭요거트: 무가당 플레인 그릭요거트 꾸덕하게 부드러운 무무 스타일의 그릭요거트; 피치피치 밥무: 플레인 그릭요거트+복숭아+사과+그래놀라+우롱티시럽; 애플카라멜 밥무: 플레인 그릭요거트+카라멜소스+사과+통밀쿠키+브라운치즈; 꿀고구마 밥무: 플레인 그릭요거트+고구마무스+그래놀라+카스테라 그럼블+꿀; 흑임자절미 밥무: 플레인 그릭요거트+흑임자소스+인절미+그래놀라+현미시리얼; 자몽블랙티 밥무: 플레인 그릭요거트+생자몽+파인애플or키위+그래놀라+블랙티시럽; 파인카카 밥무: 플레인 그릭요거트+카야잼+카스테라 크럼블+파인애플; 옛날팥빙수 밥무: 플레인 그릭요거트+미숫가루소스+팥앙금+인절미+그래놀라+현미시리얼; 커피바나나 밥무: 플레인 그릭요거트+바나나+로투스+그래놀라+커피시럽; 플레인 드링크: 설탕의 1/10Kcal 알룰로스로 건강하게; 시그니처 그래놀라: 바삭바삭한 시그니처 그래놀라
무병장수,서울특별시 광진구 자양번영로 65 1층,오리요리,"한방삼계탕: 13,000원; 녹두삼계탕: 15,000원; 들깨삼계탕: 15,000원; 능이삼계탕: 15,000원; 옻삼계탕: 15,000원; 백년삼계탕: 15,000원; 흑임자삼계탕: 15,000원; 장수찜닭 중: 35,000원; 닭볶음탕: 30,000원"
무쇠김치삼겹 군자점,서울특별시 광진구 능동로36길 12 (능동),돼지고기구이,"무쇠김치삼겹: 잘 달궈진 무쇠판에 고기와 김치를 구워드립니다.; 김치전골: 고기를 다 드신후에 주문하시면 불판에 가득 전골을 만들어 드려요! (칼국수별도주문); 미나리무쇠김치삼겹: 14,000원"
무쇠집,서울특별시 광진구 뚝섬로 743 1층 (구의동),돼지고기구이,"생삼겹살: 16,000원; 목살: 16,000원; 항정살: 18,000원; 갈매기살: 17,000원; 소막창: 18,000원; 갈비살: 19,000원; 꽃살: 27,000원; 특 등심: 39,000원; 셋트메뉴 A: 특등심+꽃살+갈비살; 셋트메뉴 B: 특등심+꽃살+삼겹살; 셋트메뉴 C: 꽃살+항정살+삼겹살; 셋트메뉴 D: 삼겹살+항정살+목살"
무애,서울특별시 광진구 뚝섬로26길 5 1층 (자양동),와인,"무애 만둣국: 돼지고기와 여러 야채들을 만두소로하여 빗어낸 만두와 야채육수와,닭육수를 블랜딩한 따뜻한음식; 스폐셜 메뉴: 상시 메뉴가 아닌 매장 상황상 있을때도 업을때도 있어서 방문전 문의주세요:); 스파이스 웨지 포테이토 튀김: 12,000원; 단새우 토마토 콜드 파스타(예약메뉴): 겨울철에 손질해둔 남해안과 제주도 부근에 잡히 단새우를 주재료로 차갑게 먹는 콜드파스타; 야끼소바: 돼지고기와 여러가지 야채들을 함께, 중국의 장과 야끼소바 소스를 섞어 볶아낸 볶음면 요리; 고등어 세비체(예약메뉴): 겨울에 작업해둔 초절임한 고등어를 세비체의 형태로 해석해서 제공되는 최소 하루전 예약메뉴; 통 오리다리살 스테이크(매주수량한정): 프렌치 조리법인 콩피조리를 통해 여러가지 허브류등과 향신채들로 향을 입혀, 제공되는 메뉴; 브로콜리 & 에그 (예약메뉴): 16,000원; 아발로니버터구이: 19,000원; 포테이토사라다: 15,000원; 가지요리: 가지의 흡수성을 이용하여 직접 만든 타레소스와 함께 졸여내어 시소,초생강과 함께 먹는 메뉴; 나폴리탄 스파게티니: 소시지,피망,양파 야채와 함께 토마토 베이스소스에 입안가득 담아 편하게 먹을 수 있는 메뉴; 마파두부(예약메뉴): 6가지의 콩으로 만든 장류와 갈아낸 돼지고기 사용하여 조금은 다른 느낌으로 만들어낸 음식"
무유(MooU),서울특별시 광진구 능동로35길 22 1층,술집,"조개 술찜: 제철 조개와 홍가리비가 들어간 술찜 입니다.; 곱도리탕: 직접 손질한 곱창과 사골 육수 무유만의 비법소스로 만든 순살 곱도리탕 입니다.; 베이컨 김치볶음밥& 소세지: 13,000원; 챠슈 숙주볶음: 삼겹살을 말아 4시간 삶은 챠슈를 올려드리는 음식입니다.; 수제 가라아게&샐러드: 17,000원; 매콤크림파스타: 17,000원; 엔쵸비파스타: 17,000원; 백명란 & 편육: 16,000원; 야끼소바: 16,000원; 일본식 오뎅탕: 각종 야채와 디포리로 직접 육수를 내어 만든 오뎅탕입니다.; 모듬 감자프라이 (트러플오일): 14,000원; 수리남 잔슨빌 소세지: 16,000원; 과일모듬(멜론,파인,오랜지,포도): 16,000원; 멜론 프로슈토: 15,000원; 모찌리도후: 9,000원"
옥문,서울특별시 광진구 광나루로56길 29 프라임상가지하1층108,중식당,"짬뽕: 10,000원"
명태작업실,서울특별시 광진구 자양로 296 104호,"맥주,호프",명작 먹태: 강원도 덕장에서 올라온 보들보들 먹태.껍질튀김과 솔살을 찢어 드린 최고의 먹태 ! 강력추천합니다.; 쉬림프 콘 페스토피자: 직접 제조한 수제소스와 바질향이 느낄수 있는 피자. 수제피자의 지수!
명품마라탕,서울특별시 광진구 능동로13길 40 1층 (화양),마라탕,
